@relation tk_aggregate

@attribute R1 numeric
@attribute D1 numeric
@attribute R2 numeric
@attribute D2 numeric
@attribute R3 numeric
@attribute D3 numeric
@attribute R4 numeric
@attribute D4 numeric
@attribute R5 numeric
@attribute D5 numeric
@attribute R6 numeric
@attribute D6 numeric
@attribute R7 numeric
@attribute Label {N,Y}

@data
0.1,0.39,0.38,0.37,0.42,0.29,8,11,0.14,0.4,0.25,0.5,2,N
0.1,0.23,0.41,0.24,0.5,0.3,8,11,0,0.25,0.12,0.36,1,Y
0.18,0.22,0.36,0.24,0.43,0.38,8,11,0,0.3,0.11,0.41,1,Y
0,0.14,0.3,0.27,0.38,0.38,8,11,0.35,0.35,0.45,0.45,2,N
0.14,0.29,0.21,0.27,0.33,0.38,8,11,0.42,0.2,0.5,0.27,2,N
0.25,0.22,0.43,0.36,0.41,0.34,6,8,0.2,0.21,0,0.25,2,N
0.22,0.32,0.33,0.39,0.35,0.28,7,9,0.33,0.31,0.14,0.33,2,N
0.2,0.68,0.28,0.65,0.32,0.2,8,10,0.43,0.39,0.31,0.4,2,N
0.12,0.25,0.28,0.32,0.36,0.26,8,10,0.43,0.44,0.31,0.45,2,N
0.11,0.53,0.24,0.52,0.34,0.21,9,11,0.38,0.45,0.44,0.5,2,N
0.15,0.17,0.27,0.23,0.34,0.24,9,11,0.25,0.45,0.33,0.55,2,N
0.08,0.15,0.22,0.19,0.29,0.29,11,11,0.35,0.5,0.41,0.59,2,N
0.13,0.15,0.2,0.23,0.21,0.29,13,11,0.58,0.4,0.62,0.45,2,N
0.24,0.16,0.19,0.29,0.24,0.33,14,11,0.54,0.4,0.61,0.45,2,N
0.12,0.14,0.21,0.29,0.24,0.38,14,11,0.42,0.3,0.5,0.36,2,N
0.25,0.22,0.38,0.36,0.4,0.32,6,8,0.2,0.21,0,0.25,2,N
0.21,0.3,0.38,0.4,0.42,0.31,6,8,0.2,0.29,0.08,0.31,2,N
0.14,0.22,0.43,0.36,0.45,0.31,6,8,0,0.14,0,0.25,2,N
0.1,0.2,0.33,0.31,0.37,0.37,8,8,0.07,0.36,0.19,0.38,2,N
0.1,0.26,0.29,0.36,0.27,0.37,10,8,0.33,0.14,0.4,0.25,2,N
0.29,0.21,0.25,0.44,0.29,0.42,11,8,0.4,0.29,0.45,0.31,2,N
0.15,0.18,0.29,0.44,0.3,0.46,11,8,0.25,0,0.32,0.12,2,N
0.25,0.22,0.38,0.36,0.4,0.32,6,8,0.2,0.21,0,0.25,2,N
0.22,0.32,0.33,0.39,0.35,0.28,7,9,0.33,0.31,0.14,0.33,2,N
0.18,0.27,0.33,0.35,0.38,0.28,7,9,0.33,0.38,0.21,0.39,2,N
0.12,0.2,0.38,0.31,0.41,0.28,7,9,0.17,0.25,0.14,0.33,2,N
0.11,0.57,0.44,0.56,0.46,0.31,7,10,0,0.33,0.07,0.4,2,N
0.11,0.24,0.47,0.27,0.54,0.32,7,10,0,0.17,0,0.25,1,Y
0.2,0.23,0.41,0.27,0.46,0.4,7,10,0,0.22,0,0.35,1,Y
0,0.15,0.33,0.3,0.4,0.4,7,10,0.28,0.28,0.4,0.4,2,N
0.13,0.31,0.24,0.3,0.35,0.4,7,10,0.36,0.11,0.46,0.2,2,N
0.25,0.22,0.43,0.36,0.41,0.34,6,8,0.2,0.21,0,0.25,2,N
0.22,0.71,0.35,0.64,0.41,0.24,7,9,0.33,0.31,0.14,0.33,2,N
0.2,0.68,0.28,0.65,0.32,0.2,8,10,0.43,0.39,0.31,0.4,2,N
0.1,0.18,0.26,0.25,0.27,0.27,10,10,0.39,0.28,0.45,0.35,2,N
0.15,0.09,0.22,0.21,0.23,0.31,12,10,0.45,0.39,0.5,0.5,2,N
0.59,0.13,0.6,0.21,0.22,0.31,13,10,0.42,0.44,0.46,0.4,2,N
0.5,0.17,0.55,0.21,0.23,0.31,13,10,0.46,0.44,0.5,0.4,2,N
0.2,0.17,0.19,0.32,0.25,0.36,13,10,0.5,0.44,0.54,0.45,2,N
0.13,0.21,0.22,0.32,0.26,0.4,13,10,0.38,0.22,0.42,0.3,2,N
0.25,0.22,0.43,0.36,0.41,0.34,6,8,0.2,0.21,0,0.25,2,N
0.22,0.71,0.35,0.64,0.41,0.24,7,9,0.33,0.31,0.14,0.33,2,N
0.2,0.68,0.28,0.65,0.32,0.2,8,10,0.43,0.39,0.31,0.4,2,N
0.12,0.25,0.28,0.32,0.36,0.26,8,10,0.43,0.44,0.31,0.45,2,N
0.11,0.53,0.24,0.52,0.34,0.21,9,11,0.38,0.45,0.44,0.5,2,N
0.15,0.17,0.27,0.23,0.34,0.24,9,11,0.25,0.45,0.33,0.55,2,N
0.09,0.37,0.33,0.33,0.39,0.27,9,12,0.25,0.45,0.33,0.54,2,N
0.09,0.21,0.36,0.21,0.47,0.28,9,12,0.12,0.32,0.22,0.42,1,Y
0.17,0.2,0.32,0.21,0.4,0.35,9,12,0.11,0.36,0.2,0.46,1,Y
0,0.13,0.27,0.24,0.35,0.35,9,12,0.41,0.41,0.5,0.5,2,N
0.13,0.27,0.19,0.24,0.32,0.35,9,12,0.46,0.27,0.54,0.33,2,N
0.25,0.22,0.43,0.36,0.41,0.34,6,8,0.2,0.21,0,0.25,2,N
0.22,0.32,0.33,0.39,0.35,0.28,7,9,0.33,0.31,0.14,0.33,2,N
0.18,0.27,0.33,0.35,0.38,0.28,7,9,0.33,0.38,0.21,0.39,2,N
0.12,0.2,0.38,0.31,0.41,0.28,7,9,0.17,0.25,0.14,0.33,2,N
0.09,0.18,0.29,0.27,0.34,0.34,9,9,0.19,0.44,0.28,0.44,2,N
0.09,0.24,0.26,0.31,0.25,0.34,11,9,0.4,0.25,0.45,0.33,2,N
0.27,0.19,0.23,0.39,0.27,0.38,12,9,0.45,0.38,0.5,0.39,2,N
0.14,0.17,0.26,0.39,0.28,0.43,12,9,0.32,0.12,0.38,0.22,2,N
0.25,0.22,0.43,0.36,0.41,0.34,6,8,0.2,0.21,0,0.25,2,N
0.22,0.32,0.33,0.39,0.35,0.28,7,9,0.33,0.31,0.14,0.33,2,N
0.18,0.27,0.33,0.35,0.38,0.28,7,9,0.33,0.38,0.21,0.39,2,N
0.12,0.2,0.38,0.31,0.41,0.28,7,9,0.17,0.25,0.14,0.33,2,N
0.11,0.57,0.44,0.56,0.46,0.31,7,10,0,0.33,0.07,0.4,2,N
0.11,0.24,0.47,0.27,0.54,0.32,7,10,0,0.17,0,0.25,1,Y
0.2,0.23,0.41,0.27,0.46,0.4,7,10,0,0.22,0,0.35,1,Y
0,0.15,0.33,0.3,0.4,0.4,7,10,0.28,0.28,0.4,0.4,2,N
0.13,0.31,0.24,0.3,0.35,0.4,7,10,0.36,0.11,0.46,0.2,2,N
0.25,0.22,0.38,0.36,0.4,0.32,6,8,0.2,0.21,0,0.25,2,N
0.22,0.32,0.33,0.39,0.35,0.28,7,9,0.33,0.31,0.14,0.33,2,N
0.2,0.68,0.28,0.65,0.32,0.2,8,10,0.43,0.39,0.31,0.4,2,N
0.12,0.25,0.28,0.32,0.36,0.26,8,10,0.43,0.44,0.31,0.45,2,N
0.11,0.22,0.32,0.26,0.37,0.26,8,10,0.14,0.33,0.25,0.4,2,N
0.09,0.17,0.25,0.22,0.31,0.31,10,10,0.28,0.5,0.35,0.5,2,N
0.08,0.22,0.23,0.26,0.23,0.31,12,10,0.45,0.33,0.5,0.4,2,N
0.25,0.17,0.2,0.33,0.25,0.36,13,10,0.5,0.44,0.54,0.45,2,N
0.13,0.15,0.23,0.33,0.26,0.4,13,10,0.38,0.22,0.42,0.3,2,N
0.25,0.22,0.43,0.36,0.41,0.34,6,8,0.2,0.21,0,0.25,2,N
0.22,0.71,0.35,0.64,0.41,0.24,7,9,0.33,0.31,0.14,0.33,2,N
0.2,0.68,0.28,0.65,0.32,0.2,8,10,0.43,0.39,0.31,0.4,2,N
0.12,0.25,0.28,0.32,0.36,0.26,8,10,0.43,0.44,0.31,0.45,2,N
0.11,0.22,0.32,0.26,0.37,0.26,8,10,0.14,0.33,0.25,0.4,2,N
0.09,0.17,0.25,0.22,0.31,0.31,10,10,0.28,0.5,0.35,0.5,2,N
0.08,0.22,0.23,0.26,0.23,0.31,12,10,0.45,0.33,0.5,0.4,2,N
0.25,0.17,0.2,0.33,0.25,0.36,13,10,0.5,0.44,0.54,0.45,2,N
0.13,0.15,0.23,0.33,0.26,0.4,13,10,0.38,0.22,0.42,0.3,2,N
0.25,0.22,0.38,0.36,0.4,0.32,6,8,0.2,0.21,0,0.25,2,N
0.22,0.32,0.33,0.39,0.35,0.28,7,9,0.33,0.31,0.14,0.33,2,N
0.18,0.27,0.33,0.35,0.38,0.28,7,9,0.33,0.38,0.21,0.39,2,N
0.12,0.2,0.38,0.31,0.41,0.28,7,9,0.17,0.25,0.14,0.33,2,N
0.09,0.18,0.29,0.27,0.34,0.34,9,9,0.19,0.44,0.28,0.44,2,N
0.09,0.24,0.26,0.31,0.25,0.34,11,9,0.4,0.25,0.45,0.33,2,N
0.27,0.19,0.23,0.39,0.27,0.38,12,9,0.45,0.38,0.5,0.39,2,N
0.14,0.17,0.26,0.39,0.28,0.43,12,9,0.32,0.12,0.38,0.22,2,N
0.25,0.22,0.38,0.36,0.4,0.32,6,8,0.2,0.21,0,0.25,2,N
0.22,0.32,0.33,0.39,0.35,0.28,7,9,0.33,0.31,0.14,0.33,2,N
0.2,0.68,0.28,0.65,0.32,0.2,8,10,0.43,0.39,0.31,0.4,2,N
0.12,0.25,0.28,0.32,0.36,0.26,8,10,0.43,0.44,0.31,0.45,2,N
0.11,0.53,0.24,0.52,0.34,0.21,9,11,0.38,0.45,0.44,0.5,2,N
0.08,0.15,0.21,0.22,0.29,0.29,11,11,0.5,0.45,0.55,0.55,2,N
0.2,0.09,0.21,0.18,0.21,0.29,13,11,0.54,0.5,0.58,0.55,2,N
0.51,0.15,0.52,0.18,0.2,0.29,14,11,0.54,0.5,0.61,0.55,2,N
0.24,0.15,0.19,0.28,0.24,0.33,14,11,0.54,0.4,0.61,0.45,2,N
0.12,0.14,0.2,0.28,0.24,0.38,14,11,0.42,0.3,0.5,0.36,2,N
0.29,0.33,0.45,0.38,0.48,0.36,5,7,0,0.17,0,0.21,2,N
0.29,0.33,0.45,0.38,0.5,0.36,5,7,0,0,0,0.14,2,N
0.25,0.67,0.36,0.62,0.45,0.32,6,8,0,0.14,0,0.31,2,N
0.25,0.2,0.4,0.27,0.52,0.37,6,8,0,0.21,0,0.38,2,N
0.25,0.27,0.4,0.27,0.55,0.37,6,8,0,0.14,0,0.25,1,Y
0.2,0.36,0.35,0.36,0.46,0.37,6,8,0.07,0.07,0.25,0.25,2,N
0.16,0.33,0.24,0.35,0.31,0.44,6,8,0.28,0.14,0.4,0.25,2,N
0.29,0.33,0.45,0.38,0.48,0.36,5,7,0,0.17,0,0.21,2,N
0.25,0.3,0.38,0.39,0.44,0.33,6,8,0.2,0.21,0.08,0.31,2,N
0.25,0.33,0.38,0.33,0.45,0.33,6,8,0,0.29,0,0.38,2,N
0.25,0.2,0.43,0.29,0.5,0.36,6,8,0,0.36,0,0.44,2,N
0.1,0.28,0.33,0.22,0.37,0.31,8,10,0.14,0.44,0.25,0.5,2,N
0,0.29,0.26,0.26,0.31,0.29,10,11,0.44,0.4,0.35,0.45,2,N
0.04,0.15,0.23,0.23,0.29,0.29,11,11,0.45,0.45,0.5,0.55,2,N
0.53,0.17,0.47,0.23,0.26,0.29,13,11,0.5,0.4,0.58,0.45,2,N
0.13,0.28,0.17,0.26,0.25,0.33,13,11,0.54,0.35,0.62,0.45,2,N
0.13,0.27,0.17,0.26,0.25,0.38,13,11,0.5,0.4,0.54,0.45,2,N
0.29,0.33,0.45,0.38,0.48,0.36,5,7,0,0.17,0,0.21,2,N
0.25,0.3,0.38,0.39,0.44,0.33,6,8,0.2,0.21,0.08,0.31,2,N
0.25,0.33,0.38,0.33,0.45,0.33,6,8,0,0.29,0,0.38,2,N
0.22,0.62,0.31,0.56,0.4,0.29,7,9,0.17,0.25,0.14,0.39,2,N
0.18,0.18,0.26,0.26,0.34,0.34,9,9,0.31,0.31,0.44,0.44,2,N
0.62,0.18,0.56,0.22,0.29,0.34,11,9,0.4,0.38,0.5,0.39,2,N
0.15,0.26,0.2,0.22,0.29,0.34,11,9,0.45,0.25,0.55,0.33,2,N
0.16,0.31,0.2,0.3,0.29,0.41,11,9,0.35,0.25,0.45,0.33,2,N
0.29,0.33,0.5,0.38,0.46,0.37,5,7,0,0.08,0,0.21,2,N
0.25,0.77,0.36,0.68,0.45,0.29,6,8,0,0.14,0.08,0.19,2,N
0.22,0.73,0.31,0.68,0.4,0.28,7,9,0.08,0.31,0.14,0.39,2,N
0.22,0.3,0.31,0.28,0.4,0.3,7,9,0.17,0.25,0.14,0.39,2,N
0.2,0.57,0.26,0.5,0.37,0.29,8,10,0.14,0.33,0.25,0.45,2,N
0.2,0.17,0.3,0.2,0.46,0.31,8,10,0.07,0.39,0.25,0.5,2,N
0.2,0.23,0.3,0.2,0.46,0.31,8,10,0,0.33,0,0.4,1,Y
0.17,0.31,0.27,0.28,0.4,0.31,8,10,0.28,0.28,0.4,0.4,2,N
0.14,0.29,0.18,0.27,0.27,0.38,8,10,0.36,0.33,0.46,0.4,2,N
0.29,0.33,0.5,0.38,0.46,0.37,5,7,0,0.08,0,0.21,2,N
0.25,0.3,0.38,0.39,0.44,0.33,6,8,0.2,0.21,0.08,0.31,2,N
0.25,0.33,0.38,0.33,0.45,0.33,6,8,0,0.29,0,0.38,2,N
0.22,0.62,0.31,0.56,0.4,0.29,7,9,0.17,0.25,0.14,0.39,2,N
0.18,0.18,0.26,0.26,0.34,0.34,9,9,0.31,0.31,0.44,0.44,2,N
0.62,0.18,0.56,0.22,0.29,0.34,11,9,0.4,0.38,0.5,0.39,2,N
0.15,0.26,0.2,0.22,0.29,0.34,11,9,0.45,0.25,0.55,0.33,2,N
0.16,0.31,0.2,0.3,0.29,0.41,11,9,0.35,0.25,0.45,0.33,2,N
0.29,0.33,0.45,0.38,0.48,0.36,5,7,0,0.17,0,0.21,2,N
0.29,0.33,0.45,0.38,0.5,0.36,5,7,0,0,0,0.14,2,N
0.29,0.22,0.5,0.33,0.56,0.4,5,7,0,0.25,0,0.36,2,N
0.11,0.3,0.38,0.25,0.4,0.33,7,9,0,0.38,0.14,0.44,2,N
0,0.31,0.29,0.29,0.34,0.31,9,10,0.38,0.33,0.28,0.4,2,N
0.04,0.17,0.25,0.25,0.31,0.31,10,10,0.39,0.39,0.45,0.5,2,N
0.56,0.18,0.51,0.25,0.27,0.31,12,10,0.45,0.33,0.54,0.4,2,N
0.14,0.3,0.19,0.29,0.27,0.36,12,10,0.5,0.28,0.58,0.4,2,N
0.14,0.29,0.19,0.29,0.27,0.4,12,10,0.45,0.33,0.5,0.4,2,N
0.29,0.33,0.5,0.38,0.46,0.37,5,7,0,0.08,0,0.21,2,N
0.25,0.3,0.38,0.39,0.44,0.33,6,8,0.2,0.21,0.08,0.31,2,N
0.25,0.33,0.38,0.33,0.45,0.33,6,8,0,0.29,0,0.38,2,N
0.22,0.62,0.31,0.56,0.4,0.29,7,9,0.17,0.25,0.14,0.39,2,N
0.22,0.18,0.35,0.24,0.48,0.34,7,9,0,0.31,0.14,0.44,2,N
0.22,0.25,0.35,0.24,0.5,0.34,7,9,0,0.25,0,0.33,1,Y
0.18,0.33,0.32,0.32,0.43,0.34,7,9,0.19,0.19,0.33,0.33,2,N
0.15,0.31,0.21,0.32,0.29,0.41,7,9,0.35,0.25,0.45,0.33,2,N
0.29,0.33,0.45,0.38,0.48,0.36,5,7,0,0.17,0,0.21,2,N
0.25,0.3,0.38,0.39,0.44,0.33,6,8,0.2,0.21,0.08,0.31,2,N
0.25,0.33,0.38,0.33,0.45,0.33,6,8,0,0.29,0,0.38,2,N
0.22,0.62,0.31,0.56,0.4,0.29,7,9,0.17,0.25,0.14,0.39,2,N
0.22,0.18,0.35,0.24,0.48,0.34,7,9,0,0.31,0.14,0.44,2,N
0.18,0.29,0.29,0.23,0.34,0.29,9,11,0.19,0.45,0.33,0.55,2,N
0,0.27,0.23,0.2,0.29,0.27,11,12,0.5,0.5,0.41,0.58,2,N
0.04,0.14,0.2,0.2,0.27,0.27,12,12,0.45,0.5,0.5,0.58,2,N
0.5,0.15,0.42,0.2,0.24,0.27,14,12,0.54,0.45,0.61,0.5,2,N
0.12,0.25,0.15,0.23,0.24,0.35,14,12,0.58,0.41,0.64,0.5,2,N
0.12,0.25,0.15,0.23,0.24,0.35,14,12,0.54,0.45,0.57,0.5,2,N
0.29,0.33,0.45,0.38,0.48,0.36,5,7,0,0.17,0,0.21,2,N
0.25,0.3,0.38,0.39,0.44,0.33,6,8,0.2,0.21,0.08,0.31,2,N
0.25,0.33,0.38,0.33,0.45,0.33,6,8,0,0.29,0,0.38,2,N
0.25,0.2,0.43,0.29,0.5,0.36,6,8,0,0.36,0,0.44,2,N
0.25,0.26,0.43,0.29,0.55,0.37,6,8,0,0.14,0,0.25,1,Y
0.25,0.36,0.38,0.41,0.46,0.37,6,8,0.14,0.21,0.25,0.31,2,N
0.12,0.33,0.25,0.38,0.31,0.42,6,8,0.33,0.14,0.4,0.25,2,N
0.29,0.33,0.45,0.38,0.48,0.36,5,7,0,0.17,0,0.21,2,N
0.29,0.33,0.45,0.38,0.5,0.36,5,7,0,0,0,0.14,2,N
0.25,0.67,0.36,0.62,0.45,0.32,6,8,0,0.14,0,0.31,2,N
0.2,0.2,0.29,0.29,0.37,0.37,8,8,0.21,0.21,0.38,0.38,2,N
0.67,0.2,0.59,0.25,0.31,0.37,10,8,0.33,0.29,0.45,0.38,2,N
0.17,0.29,0.22,0.25,0.31,0.37,10,8,0.39,0.07,0.5,0.25,2,N
0.17,0.33,0.22,0.33,0.31,0.44,10,8,0.28,0.14,0.4,0.25,2,N
0.29,0.33,0.5,0.38,0.46,0.37,5,7,0,0.08,0,0.21,2,N
0.29,0.22,0.5,0.33,0.51,0.4,5,7,0,0,0,0.14,2,N
0.29,0.22,0.5,0.33,0.6,0.41,5,7,0,0.25,0,0.43,2,N
0.25,0.22,0.5,0.33,0.6,0.4,5,7,0,0,0,0.14,1,Y
0.21,0.38,0.43,0.43,0.5,0.4,5,7,0,0,0.14,0.14,2,N
0.17,0.36,0.29,0.43,0.34,0.5,5,7,0.25,0,0.33,0.14,2,N
0.29,0.33,0.5,0.38,0.46,0.37,5,7,0,0.08,0,0.21,2,N
0.25,0.3,0.38,0.39,0.44,0.33,6,8,0.2,0.21,0.08,0.31,2,N
0.22,0.73,0.31,0.68,0.4,0.28,7,9,0.08,0.31,0.14,0.39,2,N
0.22,0.3,0.31,0.28,0.4,0.3,7,9,0.17,0.25,0.14,0.39,2,N
0.22,0.18,0.35,0.24,0.46,0.33,7,9,0,0.31,0.14,0.44,2,N
0.09,0.29,0.29,0.19,0.34,0.29,9,11,0.25,0.45,0.33,0.55,2,N
0,0.27,0.23,0.23,0.29,0.27,11,12,0.5,0.45,0.41,0.5,2,N
0.04,0.14,0.2,0.2,0.27,0.27,12,12,0.5,0.5,0.54,0.58,2,N
0.5,0.15,0.43,0.2,0.24,0.27,14,12,0.54,0.45,0.61,0.5,2,N
0.12,0.26,0.15,0.23,0.24,0.31,14,12,0.58,0.41,0.64,0.5,2,N
0.12,0.25,0.15,0.23,0.24,0.35,14,12,0.54,0.45,0.57,0.5,2,N
0.29,0.33,0.5,0.38,0.46,0.37,5,7,0,0.08,0,0.21,2,N
0.25,0.77,0.36,0.68,0.45,0.29,6,8,0,0.14,0.08,0.19,2,N
0.22,0.73,0.31,0.68,0.4,0.28,7,9,0.08,0.31,0.14,0.39,2,N
0.22,0.3,0.31,0.28,0.4,0.3,7,9,0.17,0.25,0.14,0.39,2,N
0.2,0.57,0.26,0.5,0.37,0.29,8,10,0.14,0.33,0.25,0.45,2,N
0.2,0.17,0.3,0.2,0.46,0.31,8,10,0.07,0.39,0.25,0.5,2,N
0.17,0.27,0.25,0.2,0.31,0.27,10,12,0.28,0.5,0.4,0.58,2,N
0,0.25,0.2,0.18,0.27,0.25,12,13,0.55,0.54,0.46,0.62,2,N
0.07,0.13,0.18,0.18,0.25,0.25,13,13,0.38,0.54,0.46,0.62,2,N
0.48,0.14,0.38,0.18,0.23,0.25,15,13,0.57,0.5,0.63,0.54,2,N
0.12,0.24,0.14,0.21,0.23,0.33,15,13,0.61,0.46,0.67,0.54,2,N
0.12,0.24,0.14,0.21,0.23,0.33,15,13,0.5,0.5,0.57,0.54,2,N
0.29,0.33,0.5,0.38,0.46,0.37,5,7,0,0.08,0,0.21,2,N
0.25,0.3,0.38,0.39,0.44,0.33,6,8,0.2,0.21,0.08,0.31,2,N
0.25,0.33,0.38,0.33,0.45,0.33,6,8,0,0.29,0,0.38,2,N
0.25,0.2,0.43,0.29,0.5,0.36,6,8,0,0.36,0,0.44,2,N
0.1,0.28,0.33,0.22,0.37,0.31,8,10,0.14,0.44,0.25,0.5,2,N
0,0.29,0.26,0.26,0.31,0.29,10,11,0.44,0.4,0.35,0.45,2,N
0.04,0.15,0.23,0.23,0.29,0.29,11,11,0.45,0.45,0.5,0.55,2,N
0.53,0.17,0.47,0.23,0.26,0.29,13,11,0.5,0.4,0.58,0.45,2,N
0.13,0.28,0.17,0.26,0.25,0.33,13,11,0.54,0.35,0.62,0.45,2,N
0.13,0.27,0.17,0.26,0.25,0.38,13,11,0.5,0.4,0.54,0.45,2,N
0.29,0.33,0.5,0.38,0.46,0.37,5,7,0,0.08,0,0.21,2,N
0.25,0.77,0.36,0.68,0.45,0.29,6,8,0,0.14,0.08,0.19,2,N
0.22,0.73,0.31,0.68,0.4,0.28,7,9,0.08,0.31,0.14,0.39,2,N
0.22,0.3,0.31,0.28,0.4,0.3,7,9,0.17,0.25,0.14,0.39,2,N
0.22,0.18,0.35,0.24,0.46,0.33,7,9,0,0.31,0.14,0.44,2,N
0.22,0.24,0.35,0.24,0.5,0.34,7,9,0,0.25,0,0.33,1,Y
0.22,0.33,0.32,0.34,0.43,0.34,7,9,0.25,0.31,0.33,0.39,2,N
0.11,0.31,0.21,0.32,0.29,0.38,7,9,0.4,0.25,0.45,0.33,2,N
0.29,0.33,0.45,0.38,0.48,0.36,5,7,0,0.17,0,0.21,2,N
0.25,0.3,0.38,0.39,0.44,0.33,6,8,0.2,0.21,0.08,0.31,2,N
0.22,0.73,0.31,0.68,0.4,0.28,7,9,0.08,0.31,0.14,0.39,2,N
0.2,0.18,0.28,0.26,0.33,0.34,9,9,0.25,0.25,0.39,0.39,2,N
0.23,0.18,0.26,0.22,0.24,0.34,11,9,0.35,0.31,0.45,0.44,2,N
0.15,0.18,0.2,0.22,0.29,0.34,11,9,0.4,0.38,0.5,0.39,2,N
0.15,0.25,0.2,0.22,0.29,0.34,11,9,0.45,0.38,0.55,0.39,2,N
0.16,0.31,0.2,0.3,0.29,0.38,11,9,0.4,0.25,0.45,0.33,2,N
0.29,0.33,0.5,0.38,0.46,0.37,5,7,0,0.08,0,0.21,2,N
0.25,0.3,0.38,0.39,0.44,0.33,6,8,0.2,0.21,0.08,0.31,2,N
0.22,0.73,0.31,0.68,0.4,0.28,7,9,0.08,0.31,0.14,0.39,2,N
0.22,0.3,0.31,0.28,0.4,0.3,7,9,0.17,0.25,0.14,0.39,2,N
0.2,0.57,0.26,0.5,0.37,0.29,8,10,0.14,0.33,0.25,0.45,2,N
0.2,0.17,0.3,0.2,0.46,0.31,8,10,0.07,0.39,0.25,0.5,2,N
0.2,0.23,0.3,0.2,0.46,0.31,8,10,0,0.33,0,0.4,1,Y
0.17,0.31,0.27,0.28,0.4,0.31,8,10,0.28,0.28,0.4,0.4,2,N
0.14,0.29,0.18,0.27,0.27,0.38,8,10,0.36,0.33,0.46,0.4,2,N
0.33,0.25,0.6,0.4,0.58,0.45,4,6,0,0,0,0,2,N
0.33,0.25,0.6,0.4,0.67,0.45,4,6,0,0.1,0,0.33,2,N
0.29,0.25,0.6,0.4,0.67,0.45,4,6,0,0,0,0,1,Y
0.24,0.42,0.5,0.5,0.55,0.45,4,6,0,0,0,0,2,N
0.18,0.4,0.33,0.5,0.37,0.55,4,6,0.14,0,0.25,0,2,N
0.29,0.33,0.5,0.38,0.46,0.37,5,7,0,0.08,0,0.21,2,N
0.25,0.77,0.36,0.68,0.45,0.29,6,8,0,0.14,0.08,0.19,2,N
0.22,0.73,0.31,0.68,0.4,0.28,7,9,0.08,0.31,0.14,0.39,2,N
0.22,0.3,0.31,0.28,0.4,0.3,7,9,0.17,0.25,0.14,0.39,2,N
0.22,0.18,0.35,0.24,0.46,0.33,7,9,0,0.31,0.14,0.44,2,N
0.09,0.29,0.29,0.19,0.34,0.29,9,11,0.25,0.45,0.33,0.55,2,N
0,0.27,0.23,0.23,0.29,0.27,11,12,0.5,0.45,0.41,0.5,2,N
0.04,0.14,0.2,0.2,0.27,0.27,12,12,0.5,0.5,0.54,0.58,2,N
0.5,0.15,0.43,0.2,0.24,0.27,14,12,0.54,0.45,0.61,0.5,2,N
0.12,0.26,0.15,0.23,0.24,0.31,14,12,0.58,0.41,0.64,0.5,2,N
0.12,0.25,0.15,0.23,0.24,0.35,14,12,0.54,0.45,0.57,0.5,2,N
0.29,0.33,0.45,0.38,0.48,0.36,5,7,0,0.17,0,0.21,2,N
0.29,0.33,0.45,0.38,0.5,0.36,5,7,0,0,0,0.14,2,N
0.29,0.22,0.5,0.33,0.56,0.4,5,7,0,0.25,0,0.36,2,N
0.29,0.29,0.5,0.33,0.6,0.4,5,7,0,0,0,0.14,1,Y
0.28,0.4,0.43,0.46,0.5,0.4,5,7,0,0.08,0.14,0.21,2,N
0.13,0.36,0.29,0.43,0.34,0.45,5,7,0.25,0,0.33,0.14,2,N
0.29,0.33,0.45,0.38,0.48,0.36,5,7,0,0.17,0,0.21,2,N
0.25,0.3,0.38,0.39,0.44,0.33,6,8,0.2,0.21,0.08,0.31,2,N
0.25,0.33,0.38,0.33,0.45,0.33,6,8,0,0.29,0,0.38,2,N
0.22,0.62,0.31,0.56,0.4,0.29,7,9,0.17,0.25,0.14,0.39,2,N
0.22,0.18,0.35,0.24,0.48,0.34,7,9,0,0.31,0.14,0.44,2,N
0.22,0.25,0.35,0.24,0.5,0.34,7,9,0,0.25,0,0.33,1,Y
0.18,0.33,0.32,0.32,0.43,0.34,7,9,0.19,0.19,0.33,0.33,2,N
0.15,0.31,0.21,0.32,0.29,0.41,7,9,0.35,0.25,0.45,0.33,2,N
0.29,0.33,0.5,0.38,0.46,0.37,5,7,0,0.08,0,0.21,2,N
0.25,0.3,0.38,0.39,0.44,0.33,6,8,0.2,0.21,0.08,0.31,2,N
0.25,0.33,0.38,0.33,0.45,0.33,6,8,0,0.29,0,0.38,2,N
0.22,0.62,0.31,0.56,0.4,0.29,7,9,0.17,0.25,0.14,0.39,2,N
0.22,0.18,0.35,0.24,0.48,0.34,7,9,0,0.31,0.14,0.44,2,N
0.18,0.29,0.29,0.23,0.34,0.29,9,11,0.19,0.45,0.33,0.55,2,N
0,0.27,0.23,0.2,0.29,0.27,11,12,0.5,0.5,0.41,0.58,2,N
0.04,0.14,0.2,0.2,0.27,0.27,12,12,0.45,0.5,0.5,0.58,2,N
0.5,0.15,0.42,0.2,0.24,0.27,14,12,0.54,0.45,0.61,0.5,2,N
0.12,0.25,0.15,0.23,0.24,0.35,14,12,0.58,0.41,0.64,0.5,2,N
0.12,0.25,0.15,0.23,0.24,0.35,14,12,0.54,0.45,0.57,0.5,2,N
0.29,0.33,0.5,0.38,0.46,0.37,5,7,0,0.08,0,0.21,2,N
0.25,0.77,0.36,0.68,0.45,0.29,6,8,0,0.14,0.08,0.19,2,N
