ob,r,d,dToCritical,dToDesirable,hasLM,Label
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.02,0.05,5,10,0.6,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,4,9,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.14,3,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.23,2,7,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.12,1,8,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.17,0.27,2,6,0.4,N
MOVE PLACE_2_0 PLACE_3_0,0.12,0.25,3,6,0.4,N
MOVE PLACE_3_0 PLACE_3_1,0.12,0.25,4,6,0.4,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.25,-1,4,0.4,N
MOVE PLACE_3_1 PLACE_3_2,0.0,0.25,-1,3,0.4,N
MOVE PLACE_3_2 PLACE_3_3,0.0,0.25,-1,2,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.33,-1,1,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.02,0.05,5,10,0.6,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,4,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.08,0.06,4,10,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.21,0.11,3,9,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.07,0.17,6,9,0.4,N
MOVE PLACE_2_0 PLACE_3_0,0.06,0.18,6,7,0.4,N
MOVE PLACE_3_0 PLACE_3_1,0.06,0.18,7,8,0.4,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.03,0.17,7,7,0.4,N
MOVE PLACE_3_1 PLACE_3_2,0.03,0.17,8,7,0.4,N
MOVE PLACE_3_2 PLACE_3_3,0.17,0.46,7,8,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.13,0.26,5,6,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.02,0.05,5,10,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.02,0.04,6,11,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.01,0.04,7,11,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.01,0.05,8,12,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.01,0.06,9,13,0.4,N
MOVE PLACE_2_2 PLACE_1_2,0.0,1.0,-1,1,0.4,N
MOVE PLACE_1_2 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.02,0.05,5,10,0.6,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,4,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.08,0.06,4,10,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.03,0.09,8,10,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.02,0.07,10,11,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.05,0.1,9,12,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.02,0.08,11,10,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.02,0.05,5,10,0.6,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,4,9,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.14,3,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.23,2,7,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.04,0.13,6,8,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.0,0.12,-1,5,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.16,-1,4,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.13,-1,4,0.4,N
MOVE PLACE_2_3 PLACE_3_3,0.0,0.16,-1,5,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.16,-1,4,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.21,-1,3,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,4,10,0.6,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,4,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.08,0.06,4,10,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.03,0.09,8,10,0.4,N
MOVE PLACE_2_0 PLACE_3_0,0.03,0.09,8,8,0.4,N
MOVE PLACE_3_0 PLACE_3_1,0.03,0.09,8,8,0.4,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.06,0.17,7,8,0.4,N
MOVE PLACE_3_1 PLACE_3_2,0.03,0.11,9,8,0.4,N
MOVE PLACE_3_2 PLACE_3_3,0.08,0.16,10,9,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.01,0.11,9,7,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.02,0.05,5,10,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.03,0.09,4,9,0.6,N
PICKUP PLACE_0_0 KEY_1,0.08,0.14,3,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.23,2,7,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.04,0.13,6,8,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.0,0.12,-1,5,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.16,-1,4,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.13,-1,4,0.4,N
MOVE PLACE_2_3 PLACE_3_3,0.0,0.16,-1,5,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.16,-1,4,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.21,-1,3,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.02,0.05,5,10,0.6,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,4,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.08,0.06,4,10,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.21,0.11,3,9,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.07,0.17,6,9,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.02,0.1,9,9,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.11,0.25,7,10,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.09,0.2,7,9,0.4,N
MOVE PLACE_2_3 PLACE_3_3,0.17,0.46,8,9,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.17,0.46,7,8,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.13,0.26,5,6,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,4,10,0.6,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,4,9,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.14,3,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.23,2,7,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.12,1,8,0.4,N
MOVE PLACE_1_0 PLACE_1_1,1.0,0.0,0,-1,0.4,Y
MOVE PLACE_1_1 PLACE_1_2,0.0,1.0,-1,1,0.4,N
MOVE PLACE_1_2 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.02,0.05,5,10,0.6,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,4,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.08,0.06,4,10,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.21,0.11,3,9,0.4,N
MOVE PLACE_1_0 PLACE_1_1,1.0,0.0,0,-1,0.4,Y
MOVE PLACE_1_1 PLACE_1_2,0.0,1.0,-1,1,0.4,N
MOVE PLACE_1_2 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,4,10,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.06,0.04,5,11,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.02,0.06,9,11,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.01,0.04,10,12,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.04,0.06,10,13,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.02,0.04,12,12,0.4,N
MOVE PLACE_2_3 PLACE_3_3,0.06,0.07,12,12,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.06,0.07,11,11,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.01,0.07,10,9,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.02,0.05,5,10,0.6,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,4,9,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.14,3,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.23,2,7,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.04,0.13,6,8,0.4,N
MOVE PLACE_2_0 PLACE_3_0,0.04,0.12,6,7,0.4,N
MOVE PLACE_3_0 PLACE_3_1,0.04,0.12,6,7,0.4,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.08,0.23,5,6,0.4,N
MOVE PLACE_3_1 PLACE_3_2,0.0,0.16,-1,5,0.4,N
MOVE PLACE_3_2 PLACE_3_3,0.0,0.16,-1,4,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.21,-1,3,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.02,0.05,5,10,0.6,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,4,9,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.14,3,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.23,2,7,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.12,1,8,0.4,N
MOVE PLACE_1_0 PLACE_1_1,1.0,0.0,0,-1,0.4,Y
MOVE PLACE_1_1 PLACE_1_2,0.0,1.0,-1,1,0.4,N
MOVE PLACE_1_2 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,4,10,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.06,0.04,5,11,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.15,0.07,4,10,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.05,0.13,7,10,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.01,0.07,9,10,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.1,0.15,7,12,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.08,0.14,8,9,0.4,N
MOVE PLACE_2_3 PLACE_3_3,0.14,0.27,9,10,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.14,0.27,8,9,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.12,0.21,6,6,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,4,10,0.6,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,4,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.08,0.06,4,10,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.03,0.09,8,10,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.02,0.07,10,11,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.05,0.1,9,12,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.02,0.08,11,10,0.4,N
MOVE PLACE_2_3 PLACE_3_3,0.08,0.16,11,10,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.08,0.16,10,9,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.01,0.11,9,7,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.02,0.05,5,10,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.03,0.09,4,9,0.6,N
MOVE PLACE_0_0 PLACE_0_1,0.02,0.11,5,10,0.4,N
MOVE PLACE_0_1 PLACE_0_2,0.02,0.11,6,10,0.4,N
MOVE PLACE_0_2 PLACE_0_3,0.0,1.0,-1,1,0.4,N
MOVE PLACE_0_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,4,10,0.6,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,4,9,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.14,3,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.23,2,7,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.04,0.13,6,8,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.0,0.12,-1,5,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.16,-1,4,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.13,-1,4,0.4,N
MOVE PLACE_2_3 PLACE_3_3,0.0,0.16,-1,5,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.16,-1,4,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.21,-1,3,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,4,10,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.06,0.04,5,11,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.15,0.07,4,10,0.4,N
MOVE PLACE_1_0 PLACE_1_1,1.0,0.0,0,-1,0.4,Y
MOVE PLACE_1_1 PLACE_1_2,0.0,1.0,-1,1,0.4,N
MOVE PLACE_1_2 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.02,0.05,5,10,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.03,0.09,4,9,0.6,N
PICKUP PLACE_0_0 KEY_1,0.08,0.14,3,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.23,2,7,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.12,1,8,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.17,0.27,2,6,0.4,N
MOVE PLACE_2_0 PLACE_3_0,0.12,0.25,3,6,0.4,N
MOVE PLACE_3_0 PLACE_3_1,0.12,0.25,4,6,0.4,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.25,-1,4,0.4,N
MOVE PLACE_3_1 PLACE_3_2,0.0,0.25,-1,3,0.4,N
MOVE PLACE_3_2 PLACE_3_3,0.0,0.25,-1,2,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.33,-1,1,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.02,0.05,5,10,0.6,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,4,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.08,0.06,4,10,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.03,0.09,8,10,0.4,N
MOVE PLACE_2_0 PLACE_3_0,0.03,0.09,8,8,0.4,N
MOVE PLACE_3_0 PLACE_3_1,0.03,0.09,8,8,0.4,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.06,0.17,7,8,0.4,N
MOVE PLACE_3_1 PLACE_3_2,0.03,0.11,9,8,0.4,N
MOVE PLACE_3_2 PLACE_3_3,0.08,0.16,10,9,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.01,0.11,9,7,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,4,10,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.06,0.04,5,11,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.02,0.06,9,11,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.01,0.04,10,12,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.04,0.06,10,13,0.4,N
MOVE PLACE_2_2 PLACE_1_2,0.25,0.38,2,2,0.4,N
MOVE PLACE_1_2 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.02,0.05,5,10,0.6,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,4,9,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.14,3,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.23,2,7,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.12,1,8,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.17,0.27,2,6,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.0,0.18,-1,4,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.24,-1,3,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.21,-1,3,0.4,N
MOVE PLACE_2_3 PLACE_3_3,0.0,0.25,-1,3,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.25,-1,2,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.33,-1,1,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.02,0.05,5,10,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.03,0.09,4,9,0.6,N
PICKUP PLACE_0_0 KEY_1,0.08,0.14,3,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.23,2,7,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.04,0.13,6,8,0.4,N
MOVE PLACE_2_0 PLACE_3_0,0.04,0.12,6,7,0.4,N
MOVE PLACE_3_0 PLACE_3_1,0.04,0.12,6,7,0.4,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.08,0.23,5,6,0.4,N
MOVE PLACE_3_1 PLACE_3_2,0.0,0.16,-1,5,0.4,N
MOVE PLACE_3_2 PLACE_3_3,0.0,0.16,-1,4,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.21,-1,3,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.02,0.05,5,10,0.6,N
PICKUP PLACE_0_0 KEY_1,0.06,0.06,4,9,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.14,3,9,0.6,N
MOVE PLACE_0_0 PLACE_0_1,0.08,0.14,4,9,0.4,N
MOVE PLACE_0_1 PLACE_0_2,0.08,0.14,5,10,0.4,N
MOVE PLACE_0_2 PLACE_0_3,0.0,1.0,-1,1,0.4,N
MOVE PLACE_0_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
MOVE PLACE_0_0 PLACE_1_0,0.01,0.03,7,11,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.01,0.02,8,12,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.01,0.03,9,13,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.03,10,14,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.01,11,15,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.02,0.05,5,10,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.03,0.09,4,9,0.6,N
PICKUP PLACE_0_0 KEY_1,0.08,0.14,3,9,0.6,N
MOVE PLACE_0_0 PLACE_0_1,0.08,0.14,4,9,0.4,N
MOVE PLACE_0_1 PLACE_0_2,0.08,0.14,5,10,0.4,N
MOVE PLACE_0_2 PLACE_0_3,0.0,1.0,-1,1,0.4,N
MOVE PLACE_0_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,4,10,0.6,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,4,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.08,0.06,4,10,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.03,0.09,8,10,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.02,0.07,10,11,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.05,0.1,9,12,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.02,0.08,11,10,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,4,10,0.6,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,4,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.08,0.06,4,10,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.21,0.11,3,9,0.4,N
MOVE PLACE_1_0 PLACE_1_1,1.0,0.0,0,-1,0.4,Y
MOVE PLACE_1_1 PLACE_1_2,0.0,1.0,-1,1,0.4,N
MOVE PLACE_1_2 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,4,10,0.6,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,4,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.08,0.06,4,10,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.21,0.11,3,9,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.07,0.17,6,9,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.02,0.1,9,9,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.11,0.25,7,10,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.09,0.2,7,9,0.4,N
MOVE PLACE_2_3 PLACE_3_3,0.17,0.46,8,9,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.17,0.46,7,8,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.13,0.26,5,6,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,4,10,0.6,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,4,9,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.14,3,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.23,2,7,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.12,1,8,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.17,0.27,2,6,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.0,0.18,-1,4,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.24,-1,3,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.21,-1,3,0.4,N
MOVE PLACE_2_3 PLACE_3_3,0.0,0.25,-1,3,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.25,-1,2,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.33,-1,1,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.05,0.04,4,10,0.6,N
PICKUP PLACE_0_0 KEY_0,0.06,0.06,4,9,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.08,0.14,3,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.23,2,7,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.12,1,8,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.17,0.27,2,6,0.4,N
MOVE PLACE_2_0 PLACE_3_0,0.12,0.25,3,6,0.4,N
MOVE PLACE_3_0 PLACE_3_1,0.12,0.25,4,6,0.4,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.25,-1,4,0.4,N
MOVE PLACE_3_1 PLACE_3_2,0.0,0.25,-1,3,0.4,N
MOVE PLACE_3_2 PLACE_3_3,0.0,0.25,-1,2,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.33,-1,1,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.14,0.02,6,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.03,0.03,9,11,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.04,0.06,8,11,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.03,0.15,8,10,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.02,0.08,9,10,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.08,0.14,11,13,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.08,0.07,10,11,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.04,0.08,11,13,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.09,0.02,5,11,0.6,N
PICKUP PLACE_0_0 KEY_1,0.17,0.03,4,10,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.04,8,11,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.09,0.09,7,10,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.05,0.28,7,7,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.04,0.17,8,5,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.16,0.23,10,4,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.17,0.1,9,4,0.4,N
MOVE PLACE_2_3 PLACE_3_3,0.38,0.12,9,4,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.44,0.12,8,3,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.21,0.17,7,2,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.08,0.33,6,1,0.4,N
